identifiant,titre,description,lien,état,prix,disponibilité,lien image,gtin,référence fabricant,marque
743,Coussin appui-tête mousse-mémoire - Silhouet-tone,"Ce coussin facial fabriqué au Québec par Silhouet-tone est spécialement conçu pour aider vos clients à bien respirer.,
,La mousse mémoire assure un confort inégalé et empêche les sinus d'être comprimés pendant que le client est couché sur le ventre. Ceci diminue la congestion nasale suivant le soin.,
,*Base appui-tête non incluse*",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/743-coussin-appui-tete-mousse-memoire-silhouet-tone.html,new,CAD$119.99,In Stock,https://massageboutik.com/3041-large_default/coussin-appui-tete-mousse-memoire-silhouet-tone.jpg,,,"
						Silhouet-tone
					"
762,Table/chaise électrique Spa One,"La table SPA ONE se distingue par son système électrique exceptionnellement silencieux.,
,Munie d'un seul coussin, c'est la table parfaite pour les massages ainsi que pour les traitements spa.,
,D'apparence moderne et épurée, le SPA ONE, au design haute technologie, est la table de traitement la plus polyvalente, tant pour les massages que pour l'esthétique.",https://massageboutik.com/fr/equipements-de-massage/762-tablechaise-electrique-spa-one.html,new,"CAD$3,173.00",In Stock,https://massageboutik.com/3102-large_default/tablechaise-electrique-spa-one.jpg,,,"
						Silhouet-tone
					"
620,DVD Massage des Bébés et des Enfants,"Le Massage des Bébés et des Enfants : Une vague d'amour au bout des doigts,
,Créé par un massothérapeute et maman pour aider les parents et les professionnels à masser nos petits trésors.",https://massageboutik.com/fr/livres-chartes-et-reflexologie/620-dvd-massage-des-bebes-et-des-enfants.html,new,CAD$25.00,In Stock,https://massageboutik.com/2762-large_default/dvd-massage-des-bebes-et-des-enfants.jpg,,DVDBBMASS,
608,Encens en bâtons Bharat Darshan - 20 bâtons,Boite de 20 bâtons d'encens fragrance Bharat Darshan.,https://massageboutik.com/fr/encens/608-encens-en-batons-bharat-darshan-20-batons.html,new,CAD$3.00,In Stock,https://massageboutik.com/2741-large_default/encens-en-batons-bharat-darshan-20-batons.jpg,,ENCENS-SAC-13,
566,Robe de chambre Kimono - Femme,"Robe de chambre Kimono - Femme,
,Robe de chambre à encolure droite, avec manche 3/4 et longueur qui tombe sous le genou. ,
",https://massageboutik.com/fr/vetements-d-interieur/566-robe-de-chambre-kimono.html,new,CAD$79.99,In Stock,https://massageboutik.com/2580-large_default/robe-de-chambre-kimono.jpg,,,"
						Allez Housses
					"
561,Carte Cadeau 100$,Le cadeau idéal pour tous les gens sur votre liste!!,https://massageboutik.com/fr/home/561-carte-cadeau.html,new,CAD$100.00,In Stock,https://massageboutik.com/2563-large_default/carte-cadeau.jpg,,,
432,Akil Toilette Lotion Anti-bactérienne,"Lotion anti-bactérienne qui permet de nettoyer en douceur, rafraîchir et désodoriser la peau sans eau et sans rinçage.",https://massageboutik.com/fr/divers/432-akil-toilette-lotion-anti-bacterienne.html,new,CAD$17.99,In Stock,https://massageboutik.com/1068-large_default/akil-toilette-lotion-anti-bacterienne.jpg,,2320XX,
425,Couvre appui-tête contour vinyle imperméable,Couvre appui-tête contour en vinyle imperméable. ,https://massageboutik.com/fr/literie-de-massage/425-couvre-appui-tete-contour-ratine-impermeable.html,new,CAD$10.00,In Stock,https://massageboutik.com/3812-large_default/couvre-appui-tete-contour-ratine-impermeable.jpg,,AH700HB-IMPER,"
						Allez Housses
					"
405,Pantoufle de polar anti-dérapante,Une paire de pantoufle en polar avec élastique à la cheville et anti-dérapant sous le pied.,https://massageboutik.com/fr/vetements-d-interieur/405-pantoufle-de-polar-anti-derapante.html,new,CAD$9.99,In Stock,https://massageboutik.com/981-large_default/pantoufle-de-polar-anti-derapante.jpg,,AH300PADX-XXX,"
						Allez Housses
					"
382,Paire d'appui-bras latéraux Nomad,Appuis-bras latéraux pour table de massage Nomad.,https://massageboutik.com/fr/equipements-de-massage/382-appui-bras-lateraux-nomad.html,new,CAD$61.00,In Stock,https://massageboutik.com/929-large_default/appui-bras-lateraux-nomad.jpg,,,"
						Nomad
					"
574,Demie chaise de massage - Desktop Oakworks,"La demie chaise de massage vous permet de transformer n'importe quel bureau, table ou comptoir en chaise de massage ultra confortable.,
,Léger et compact il est facile à transporter.,
,Inclus la housse de transport.",https://massageboutik.com/fr/chaise-de-massage/574-demie-chaise-de-massage-desktop-oakworks.html,new,CAD$219.99,In Stock,https://massageboutik.com/2623-large_default/demie-chaise-de-massage-desktop-oakworks.jpg,,DPBXXXXXX,"
						Oakworks
					"
383,Couvre appui-tête contour - Tricot de coton,Housse pour couvrir votre coussin appui-tête fait de tricot de coton extensible.,https://massageboutik.com/fr/literie-de-massage/383-couvre-appui-tete-contour-tricot-de-coton.html,new,CAD$5.99,In Stock,https://massageboutik.com/932-large_default/couvre-appui-tete-contour-tricot-de-coton.jpg,,Ah700H-TCX,"
						Allez Housses
					"
365,Ens. de bambous pour massage sur chaise,Ensemble complet de bambou pour le massage sur chaise.,https://massageboutik.com/fr/bambous-de-massage/365-ens-de-bambous-pour-massage-sur-chaise.html,new,CAD$174.99,In Stock,https://massageboutik.com/898-large_default/ens-de-bambous-pour-massage-sur-chaise.jpg,,1002-C,"
						Bamboo Fusion
					"
379,Mitaine de ratine de bébé - Paire,Mitaine de traitement longue en ratine de bébé.,https://massageboutik.com/fr/soins-de-corps/379-mitaine-de-ratine-de-bebe.html,new,CAD$4.99,In Stock,https://massageboutik.com/924-large_default/mitaine-de-ratine-de-bebe.jpg,,AH00MC2-RB,"
						Allez Housses
					"
370,Sous-vêtement jetable pour homme - Tanga,"Sous-vêtements, de type tanga, jetable pour homme.,
,Paquet de 12",https://massageboutik.com/fr/accessoires-de-soins-de-corps/370-sous-vetement-jetable-pour-homme-tanga.html,new,CAD$5.99,In Stock,https://massageboutik.com/903-large_default/sous-vetement-jetable-pour-homme-tanga.jpg,,MB-CGDW06,
361,Traversin vinyle rond,Traversin de vinyle rond.,https://massageboutik.com/fr/traversins-et-coussins-de-massage/361-traversin-vinyle-rond.html,new,CAD$39.99,In Stock,https://massageboutik.com/890-large_default/traversin-vinyle-rond.jpg,,TRAV626R-XXX,
344,Bandeaux de polar bouclé (2),Paquet de 2 bandeaux de polar bouclé épais et doux pour tenir les cheveux de vos clients bien en place.,https://massageboutik.com/fr/vetements-d-interieur/344-bandeaux-de-polar-boucle-2.html,new,CAD$9.99,In Stock,https://massageboutik.com/850-large_default/bandeaux-de-polar-boucle-2.jpg,, ,"
						Allez Housses
					"
341,Le Révélateur de réflexologie de l'oreille,Charte réflexologique des oreilles sous forme roulette.,https://massageboutik.com/fr/divers/341-le-revelateur-de-reflexologie-de-l-oreille.html,new,CAD$24.99,In Stock,https://massageboutik.com/837-large_default/le-revelateur-de-reflexologie-de-l-oreille.jpg,,Reveloreille,
326,"Recharge pour coquillage chaud ‘’Body Level"" 2.0 - Thermabliss / LavaShell","Recharge pour le corps ""Body Level"" 2.0,
,Cette technologie révolutionnaire utilise un mélange puissant de magnésium, de fer et de sel qui s'active simplement avec l'eau.,
,La magie se trouve dans les minéraux!,
,
",https://massageboutik.com/fr/coquillages-de-massage/326-recharge-et-activateur-confort-unite.html,new,CAD$3.99,In Stock,https://massageboutik.com/4171-large_default/recharge-et-activateur-confort-unite.jpg,,,"
						LavaShell
					"
323,Paréo de polar bouclé pour homme,"Paréo de polar bouclé pour homme,
,Paréo court, doux et molletonné.,
,Nos paréos sont faits avec des boutons pressions pour éviter les mousses et les cheveux qui restent pris dans les velcros.",https://massageboutik.com/fr/vetements-d-interieur/323-pareo-de-polar-boucle-pour-homme.html,new,CAD$19.99,In Stock,https://massageboutik.com/3599-large_default/pareo-de-polar-boucle-pour-homme.jpg,,,"
						Allez Housses
					"
606,Housse de tabouret pliant portatif,Housse contour 100% tricot de coton faite sur mesure pour protéger votre tabouret pliant portatif.,https://massageboutik.com/fr/equipements-de-massage/606-housse-de-tabouret-pliant-portatif.html,new,CAD$9.99,In Stock,https://massageboutik.com/img/p/fr-default-large_default.jpg,,,"
						Allez Housses
					"
319,Robe de chambre col châle - Homme,"Robe de chambre col châle - Homme,
,Peignoir luxueux avec un grand col confortable, des manches longues et une longueur mi-mollet. ",https://massageboutik.com/fr/vetements-d-interieur/319-robe-de-chambre-col-chale.html,new,CAD$89.99,In Stock,https://massageboutik.com/767-large_default/robe-de-chambre-col-chale.jpg,,,"
						Allez Housses
					"
252,Pierres de massage mini - Orteils,Pierres de massage en basalte naturel pour insérer entre les orteils et maintenir les pieds de votre client au chaud. 8 pierres ,https://massageboutik.com/fr/pierres-de-massage/252-pierres-de-massage-mini-orteils.html,new,CAD$24.99,In Stock,https://massageboutik.com/603-large_default/pierres-de-massage-mini-orteils.jpg,,PIERORTEIL,
246,Huile essentielle Aliksir Ylang Ylang No 3,"Équilibrante, antispasmodique+++, tonique sexuelle+, antidiabétique (adj)+, trouble du sommeil, anxiolytique, antidépressive, relaxante nerveuse, aphrodisiaque, hypotensive, anti-arythmique, stimulant (système circulatoire), tonique.",https://massageboutik.com/fr/ambiance/246-huile-essentielle-aliksir-ylang-ylang-complet.html,new,CAD$25.43,In Stock,https://massageboutik.com/591-large_default/huile-essentielle-aliksir-ylang-ylang-complet.jpg,,HE CAOD BIO XX,"
						Aliksir
					"
636,Table Instant Nomad,"Table de construction en ciseaux et à ajustement rapide de la hauteur, spécialement conçue pour utilisations en environnement Spas ou lorsqu’il y a plusieurs thérapeutes par cabine.",https://massageboutik.com/fr/equipements-de-massage/636-table-instant-nomad.html,new,CAD$771.00,In Stock,https://massageboutik.com/2983-large_default/table-instant-nomad.jpg,,,"
						Nomad
					"
231,Complexe Diffuseur Détente,"Apaisant, relaxant et purifiant de l'air, Détente apporte une douceur qui vous enveloppe d'une aura de bien-être.",https://massageboutik.com/fr/ambiance/231-complexe-diffuseur-detente.html,new,CAD$18.09,In Stock,https://massageboutik.com/573-large_default/complexe-diffuseur-detente.jpg,,,"
						Aliksir
					"
315,Table Nomad Kiné Sport,"Table de calibre supérieur spécialement développée pour les professionnels du domaine des sports.,
,Principe unique développé par Nomad de pattes ajustables à inclinaison de 9 degrés donnant un maximum de stabilité lors de traitements d’élongation aux extrémités de la table.,
,Toutes les tables Nomad sont couvertes par une garantie à vie limitée!",https://massageboutik.com/fr/equipements-de-massage/315-table-nomad-kine-sport.html,new,CAD$779.00,In Stock,https://massageboutik.com/714-large_default/table-nomad-kine-sport.jpg,,,"
						Nomad
					"
348,Ceinture porte-bouteille double,"Ceinture et pochettes pour garder 2 bouteilles à portée de la mains.,
,*Bouteilles non incluses",https://massageboutik.com/fr/bouteilles-pompes-et-ceintures/348-ceinture-porte-bouteille-double.html,new,CAD$24.99,In Stock,https://massageboutik.com/861-large_default/ceinture-porte-bouteille-double.jpg,,PB2-NOIR,
213,Traversin sarrasin rond 6x24,Traversin rond 6x24 rempis d'écales de sarrasin.,https://massageboutik.com/fr/equipements-de-massage/213-traversin-sarrasin-rond-6x24.html,new,CAD$25.99,In Stock,https://massageboutik.com/535-large_default/traversin-sarrasin-rond-6x24.jpg,,AH778S624,"
						Allez Housses
					"
209,Housse contour Matelassé,Housse contour faite de tissu surpiqué et matelassé. ,https://massageboutik.com/fr/literie-de-massage/209-housse-contour-matelasse.html,new,CAD$39.99,In Stock,https://massageboutik.com/514-large_default/housse-contour-matelasse.jpg,,,"
						Allez Housses
					"
206,Ensemble de drap 3 morceaux - 50/50 Polyester Coton,Ensemble de draps 3 morceaux 50% Coton 50% Polyester.,https://massageboutik.com/fr/literie-de-massage/206-ensemble-3-morceaux-5050-polyester-coton-blanc.html,new,CAD$49.99,In Stock,https://massageboutik.com/511-large_default/ensemble-3-morceaux-5050-polyester-coton-blanc.jpg,,,"
						Allez Housses
					"
201,Argile rouge nourrissante,"Le silicate d’aluminium, le calcium, le fer et le magnésium sont les principaux minéraux qui composent cette argile Canadienne. Nettoyante et regénérante, elle accélère le renouvellement cellulaire. Recommandée pour les peaux sensibles à tendance acnéiques. Elle prévient les irritations et l’acné.",https://massageboutik.com/fr/soins-de-corps/201-argile-rouge-nourrissante.html,new,CAD$22.95,In Stock,https://massageboutik.com/3216-large_default/argile-rouge-nourrissante.jpg,,,"
						BioOrigin
					"
183,Gel de Massage 100% Naturel - Lavande,"Gel de Massage 100% naturel - Lavande,
,Le gel de massage 100% naturel contient du beurre de karité et de mangue pour assurer un massage nourrissant et confortable avec des avantages supplémentaires pour la peau.,
,Mélange d’huiles naturelles de haute qualité pour hydrater et protéger la peau.,
",https://massageboutik.com/fr/produits-de-massage/183-gel-de-massage-100-naturel-lavande.html,new,CAD$19.95,In Stock,https://massageboutik.com/4017-large_default/gel-de-massage-100-naturel-lavande.jpg,,10-620 / 10-621 / 10-648,"
						BioOrigin
					"
158,"Crème de massage ""Herbal Select Body Therapy""","Vivez l'expérience de l'application de cette formule fine, satinée et lisse de cette crème pour un massage complet du corps de luxe.,
,Texture légère et non grasse, elle pénètre rapidement pour hydrater la peau et assure une glisse facile et de la maniabilité constante.,
,
",https://massageboutik.com/fr/produits-de-massage/158-creme-de-massage-herbal-select-body-therapy-.html,new,CAD$30.99,In Stock,https://massageboutik.com/3920-large_default/creme-de-massage-herbal-select-body-therapy-.jpg,,HSBCXXX,"
						Biotone
					"
149,"Crème de massage ""Advanced Therapy""",Une crème voluptueuse combinant les avantages de l'huile et de la lotion.,https://massageboutik.com/fr/produits-de-massage/149-creme-de-massage-advanced-therapy.html,new,CAD$34.84,In Stock,https://massageboutik.com/3921-large_default/creme-de-massage-advanced-therapy.jpg,,ATCXXX,"
						Biotone
					"
152,"Exfoliant ""Micro-Buff body polish"" de Biotone",Ce gommage unique à base de crème contient des perles de pollisage shériques micronisée.,https://massageboutik.com/fr/soins-de-corps/152-exfoliant-micro-buff-body-polish.html,new,CAD$169.99,In Stock,https://massageboutik.com/414-large_default/exfoliant-micro-buff-body-polish.jpg,,BSMBPXXX,"
						Biotone
					"
127,Bambino - Crème de massage Cupcake aux Fraises,"Cupcake aux Fraises est une douce émulsion fruitée aux effluves de fraises des champs savoureuses et délicieuses, idéale pour l’hydratation et le massage de votre enfant.",https://massageboutik.com/fr/produits-de-massage/127-bambino-creme-de-massage-cupcake-aux-fraises.html,new,CAD$9.59,In Stock,https://massageboutik.com/349-large_default/bambino-creme-de-massage-cupcake-aux-fraises.jpg,,BAMXXXMFR,"
						Les Soins Corporels l'Herbier
					"
205,Ensemble 3 morceaux Polar Bouclé Blanc,Ensemble de draps 3 morceaux fait de polar bouclé 100% polyester.,https://massageboutik.com/fr/literie-de-massage/205-ensemble-3-morceaux-polar-boucle-blanc.html,new,CAD$64.99,In Stock,https://massageboutik.com/508-large_default/ensemble-3-morceaux-polar-boucle-blanc.jpg,,,"
						Allez Housses
					"
76,Huile de bain et massage Thé des Bois,"Chaleur, bien-être et réconfort,
,Nos huiles de bain et de massage sont composées d’ingrédients frais et naturels, d’huiles fines bio-végétales sèches, d’arômes et d’huiles essentielles pures favorisant l’hydratation, la beauté et la santé de l’épiderme, le bien-être corporel par le bain ou le massage.",https://massageboutik.com/fr/huiles-de-massage/76-huile-de-bain-et-massage-the-des-bois.html,new,CAD$20.99,In Stock,https://massageboutik.com/279-large_default/huile-de-bain-et-massage-the-des-bois.jpg,,HUIXXXTHE,"
						Les Soins Corporels l'Herbier
					"
57,Baume Relaxo,"Nos baumes de massage thérapeutiques vous offrent un doux mélange d’huiles sèches, hypo-allergènes, biologiques, de plantes biologiques macérées pendant plusieurs mois directement à notre atelier, et d’huiles essentielles 100% pures de première qualité.",https://massageboutik.com/fr/beurres-et-baumes-de-massage/57-baume-relaxo.html,new,CAD$15.99,In Stock,https://massageboutik.com/179-large_default/baume-relaxo.jpg,,,"
						Les Soins Corporels l'Herbier
					"
